ID_Pedido,Data_Compra,Cliente_ID,Produto,Categoria,Quantidade,Preco_Unitario,Total_Venda,Status_Entrega,Metodo_Pagamento,Avaliacao,Review_Texto,Sentimento,Fidelidade_Meses,Tipo_Contrato,Servico_Entrega,Fatura_Mensal,Churn,Estado,Idade,Genero,Mes_Compra,Ano_Compra,Valor_Medio_Pedido,Review_Limpo,Sentimento_Num
10011,2023-06-01,280,Webcam Logitech C920,Informática,1,656.04,656.04,Entregue,Cartão Crédito,3.0,Produto desatualizado para o preço cobrado. Recomendo muito!,negativo,3,Mensal,Expresso,152.28,Sim,SC,69,F,6,2023,3775.0237500000003,produto desatualizado para o preco cobrado recomendo muito,0
10012,2024-04-04,230,Fogão 5 Bocas Electrolux,Eletrodomésticos,1,2440.76,2440.76,Entregue,Cartão Débito,2.0,Assistência técnica demorada. Excelente!,negativo,6,Mensal,Normal,152.16,Sim,SC,19,F,4,2024,3143.656,assistencia tecnica demorada excelente,0
10013,2023-05-20,415,I-phone 15 Pro,Eletrônicos,3,9543.39,28630.17,Entregue,Cartão Débito,1.0,"Não funciona como descrito, qualidade duvidosa. Excelente!",negativo,1,Mensal,Normal,113.8,Sim,SP,50,F,5,2023,12225.746666666666,nao funciona como descrito qualidade duvidosa excelente,0
10014,2023-09-03,413,PlayStation 5,Eletrônicos,2,3991.6,7983.2,Entregue,Cartão Crédito,1.0,"Anúncio enganoso, características diferentes do real.",negativo,12,Anual,Normal,144.03,Não,RJ,60,F,9,2023,5375.732857142857,anuncio enganoso caracteristicas diferentes do real,0
10016,2023-10-21,80,Nintendo Switch,Eletrônicos,3,2636.51,7909.530000000001,Pendente,Cartão Crédito,,,negativo,3,Mensal,Expresso,92.35,Sim,DF,21,M,10,2023,4862.982857142858,,0
10017,2023-10-29,173,iPad Air,Eletrônicos,1,6236.99,6236.99,Entregue,Cartão Crédito,1.0,"Anúncio enganoso, características diferentes do real. Com certeza compraria novamente.",negativo,12,Anual,Normal,93.71,Não,SP,30,M,10,2023,6458.505,anuncio enganoso caracteristicas diferentes do real com certeza compraria novamente,0
10018,2023-04-22,195,iPad Air,Eletrônicos,1,5491.32,5491.32,Entregue,Cartão Crédito,5.0,Entrega rápida e produto em perfeito estado.,positivo,18,Anual,Expresso,116.91,Sim,RJ,25,F,4,2023,3455.722727272727,entrega rapida e produto em perfeito estado,1
10019,2023-07-11,434,Mouse Gamer Razer,Informática,2,559.75,1119.5,Entregue,Cartão Crédito,1.0,Software apresenta bugs constantes. Com certeza compraria novamente.,negativo,6,Mensal,Normal,106.32,Não,RS,40,M,7,2023,2069.6200000000003,software apresenta bugs constantes com certeza compraria novamente,0
10020,2024-05-17,136,Cadeira Gamer,Móveis,1,1204.03,1204.03,Entregue,Cartão Crédito,5.0,Conforto excelente para uso diário. Recomendo muito!,positivo,1,Mensal,Economico,83.56,Sim,PR,39,F,5,2024,2083.66875,conforto excelente para uso diario recomendo muito,1
10021,2023-11-07,374,SSD 1TB Kingston,Informática,2,479.14,958.28,Entregue,Cartão Crédito,5.0,Melhorou muito minha produtividade. Com certeza compraria novamente.,positivo,48,Anual,Normal,121.82,Não,BA,58,F,11,2023,1713.4733333333334,melhorou muito minha produtividade com certeza compraria novamente,1
10022,2024-05-28,64,"Monitor 27"" Samsung",Informática,1,2035.08,2035.08,Entregue,Cartão Débito,4.0,Compatível com todos os sistemas que testei. Com certeza compraria novamente.,positivo,48,Anual,Normal,118.64,Sim,PR,28,F,5,2024,1969.2,compativel com todos os sistemas que testei com certeza compraria novamente,1
10023,2023-04-18,283,Caixa de Som JBL,Eletrônicos,3,792.79,2378.37,Entregue,Cartão Crédito,5.0,Entrega rápida e produto em perfeito estado. Entrega dentro do prazo.,positivo,3,Mensal,Normal,202.38,Não,DF,29,F,4,2023,5317.065714285714,entrega rapida e produto em perfeito estado entrega dentro do prazo,1
10024,2024-03-13,322,Máquina de Lavar Samsung,Eletrodomésticos,3,3223.34,9670.02,Entregue,Cartão Crédito,2.0,Dimensões diferentes do anunciado. Recomendo muito!,negativo,24,Dois anos,Economico,72.64,Não,DF,28,F,3,2024,7239.975,dimensoes diferentes do anunciado recomendo muito,0
10025,2024-05-09,186,Fogão 5 Bocas Electrolux,Eletrodomésticos,1,1965.15,1965.15,Entregue,Cartão Crédito,1.0,Dimensões diferentes do anunciado. Excelente!,negativo,12,Anual,Normal,115.81,Não,RJ,52,F,5,2024,5371.9087500000005,dimensoes diferentes do anunciado excelente,0
10026,2024-03-14,361,Notebook Dell Inspiron,Eletrônicos,1,3936.46,3936.46,Cancelado,Cartão Crédito,,,negativo,18,Dois anos,Normal,97.54,Não,RS,35,F,3,2024,3620.7535000000003,,0
10027,2023-07-10,339,Smartwatch Apple Watch,Eletrônicos,3,4225.46,12676.380000000001,Pendente,Cartão Débito,,,negativo,12,Dois anos,Normal,74.42,Não,MG,22,F,7,2023,4510.978888888889,,0
10028,2023-01-22,149,Notebook Dell Inspiron,Eletrônicos,3,4270.68,12812.04,Entregue,Cartão Crédito,1.0,Preço não condiz com a qualidade oferecida.,negativo,24,Anual,Expresso,190.72,Não,RJ,28,F,1,2023,3990.262,preco nao condiz com a qualidade oferecida,0
10029,2024-06-12,120,iPad Air,Eletrônicos,1,6102.14,6102.14,Entregue,PIX,5.0,"Chegou antes do prazo, muito feliz com a aquisição. Recomendo muito!",positivo,24,Anual,Normal,113.12,Sim,BA,65,M,6,2024,3539.614,chegou antes do prazo muito feliz com a aquisicao recomendo muito,1
10030,2023-06-12,143,SSD 1TB Kingston,Informática,2,458.09,916.18,Entregue,PIX,5.0,Qualidade superior ao esperado. Atendimento correto.,positivo,3,Mensal,Normal,109.83,Sim,SP,63,M,6,2023,2443.21,qualidade superior ao esperado atendimento correto,1
10031,2023-09-26,428,Mouse Gamer Razer,Informática,1,493.86,493.86,Entregue,PIX,5.0,Fácil instalação e configuração. Excelente!,positivo,12,Dois anos,Normal,98.68,Não,SC,24,M,9,2023,3590.69,facil instalacao e configuracao excelente,1
10032,2024-02-11,190,Mouse Gamer Razer,Informática,1,504.73,504.73,Entregue,Cartão Crédito,4.0,Design moderno e funcionalidades excelentes. Atendimento correto.,positivo,6,Anual,Normal,156.17,Não,RS,67,F,2,2024,3311.602,design moderno e funcionalidades excelentes atendimento correto,1
10033,2024-01-25,344,Fone Sony WH-1000XM5,Eletrônicos,2,2156.07,4312.14,Entregue,Boleto,1.0,"Produto veio com defeito, estou muito decepcionado. Entrega dentro do prazo.",negativo,24,Dois anos,Expresso,85.15,Não,SC,31,M,1,2024,2476.7714285714283,produto veio com defeito estou muito decepcionado entrega dentro do prazo,0
10034,2023-09-06,480,Ar Condicionado 9000BTU,Eletrodomésticos,2,2341.73,4683.46,Entregue,Cartão Crédito,3.0,Instalação complicada e mal explicada. Recomendo muito!,negativo,1,Mensal,Normal,135.92,Sim,DF,55,F,9,2023,5189.985,instalacao complicada e mal explicada recomendo muito,0
10035,2024-05-05,37,Máquina de Lavar Samsung,Eletrodomésticos,2,2847.74,5695.48,Entregue,Cartão Crédito,4.0,Produto durável e de qualidade. Excelente!,positivo,3,Mensal,Normal,123.32,Sim,DF,30,M,5,2024,3069.7999999999997,produto duravel e de qualidade excelente,1
10036,2023-05-02,88,Geladeira Brastemp,Eletrodomésticos,2,5059.33,10118.66,Entregue,Cartão Crédito,1.0,Material de baixa qualidade. Com certeza compraria novamente.,negativo,18,Dois anos,Normal,72.96,Sim,BA,39,F,5,2023,10118.66,material de baixa qualidade com certeza compraria novamente,0
10037,2023-11-23,126,PS5 5,Eletrônicos,1,4077.03,4077.03,Entregue,Cartão Crédito,5.0,"Exatamente como anunciado, recomendo! Excelente!",positivo,12,Anual,Normal,96.65,Não,RS,40,M,11,2023,2720.316,exatamente como anunciado recomendo excelente,1
10038,2023-05-08,195,Fone Sony WH-1000XM5,Eletrônicos,2,2513.86,5027.72,Entregue,Cartão Crédito,4.0,"Produto de excelente qualidade, superou minhas expectativas! Com certeza compraria novamente.",positivo,18,Anual,Expresso,116.91,Sim,RJ,25,F,5,2023,3455.722727272727,produto de excelente qualidade superou minhas expectativas com certeza compraria novamente,1
10039,2023-07-06,353,Geladeira Brastemp,Eletrodomésticos,1,3949.38,3949.38,Pendente,Cartão Crédito,,,negativo,24,Dois anos,Normal,104.74,Não,SC,22,F,7,2023,24658.84111111111,,0
10040,2023-10-11,351,Teclado Mecânico Logitech,Informática,3,703.74,2111.2200000000003,Entregue,Cartão Crédito,3.0,Performance abaixo do esperado. Atendimento correto.,negativo,24,Anual,Normal,131.77,Sim,BA,48,M,10,2023,3722.568333333333,performance abaixo do esperado atendimento correto,0
10041,2023-06-08,394,Mesa de Jantar 6 Lugares,Móveis,1,1819.78,1819.78,Entregue,PIX,4.0,Ótimo custo-benefício. Recomendo muito!,positivo,6,Mensal,Expresso,151.37,Não,RS,29,M,6,2023,3362.7349999999997,otimo custobeneficio recomendo muito,1
10042,2024-01-06,118,Estante de Livros,Móveis,1,866.53,866.53,Entregue,Cartão Crédito,2.0,Produto instável após montagem. Excelente!,negativo,6,Mensal,Normal,155.0,Sim,BA,25,M,1,2024,1843.628,produto instavel apos montagem excelente,0
10043,2023-08-18,413,Teclado Mecânico Logitech,Informática,1,706.47,706.47,Entregue,Cartão Crédito,4.0,Qualidade superior ao esperado. Chegou bem embalado.,positivo,12,Anual,Normal,144.03,Não,RJ,60,F,8,2023,5375.732857142857,qualidade superior ao esperado chegou bem embalado,1
10044,2023-06-20,138,Notebook Dell Inspiron,Eletrônicos,1,4807.63,4807.63,Entregue,Cartão Crédito,2.0,Produto quebrou em poucos dias de uso.,negativo,24,Anual,Normal,140.45,Sim,RS,62,M,6,2023,2193.7599999999998,produto quebrou em poucos dias de uso,0
10045,2024-05-08,468,Fogão 5 Bocas Electrolux,Eletrodomésticos,2,1940.94,3881.88,Entregue,Cartão Crédito,2.0,Instalação complicada e mal explicada. Excelente!,negativo,18,Dois anos,Normal,122.13,Não,PR,61,F,5,2024,2356.476666666667,instalacao complicada e mal explicada excelente,0
10046,2023-05-26,162,Nintendo Switch,Eletrônicos,2,2312.03,4624.06,Entregue,Cartão Crédito,2.0,"Péssima experiência, vou pedir reembolso.",negativo,24,Anual,Normal,97.8,Sim,BA,43,M,5,2023,2827.96,pessima experiencia vou pedir reembolso,0
10047,2023-07-31,256,"Monitor 27"" Samsung",Informática,2,1736.75,3473.5,Entregue,Cartão Crédito,2.0,Funcionalidades limitadas pelo preço cobrado.,negativo,18,Dois anos,Expresso,78.74,Não,PR,26,F,7,2023,1783.8760000000002,funcionalidades limitadas pelo preco cobrado,0
10048,2024-02-05,235,"Smart TV 55"" LG",Eletrônicos,1,3493.67,3493.67,Entregue,Cartão Crédito,3.0,"Anúncio enganoso, características diferentes do real. Com certeza compraria novamente.",negativo,24,Dois anos,Normal,99.25,Não,SC,55,M,2,2024,3540.8,anuncio enganoso caracteristicas diferentes do real com certeza compraria novamente,0
10049,2024-02-20,72,Smartwatch Apple Watch,Eletrônicos,2,4204.26,8408.52,Entregue,PIX,4.0,Melhor custo-benefício do mercado. Excelente!,positivo,1,Mensal,Normal,161.15,Não,MG,40,F,2,2024,2876.358888888889,melhor custobeneficio do mercado excelente,1
10050,2023-05-30,288,Geladeira Brastemp,Eletrodomésticos,1,4989.87,4989.87,Entregue,Boleto,3.0,Funcionalidades não funcionam corretamente. Chegou bem embalado.,negativo,48,Anual,Economico,126.11,Não,PR,51,M,5,2023,3073.222,funcionalidades nao funcionam corretamente chegou bem embalado,0
10051,2024-01-28,383,Fogão 5 Bocas Electrolux,Eletrodomésticos,1,2268.23,2268.23,Entregue,Cartão Débito,1.0,Péssimo acabamento. Excelente!,negativo,6,Anual,Expresso,82.49,Não,RJ,25,F,1,2024,2190.8266666666664,pessimo acabamento excelente,0
10052,2023-09-08,460,Fogão 5 Bocas Electrolux,Eletrodomésticos,1,2489.32,2489.32,Entregue,Cartão Crédito,5.0,Consumo de energia abaixo do esperado.,positivo,24,Dois anos,Economico,62.82,Não,SP,63,F,9,2023,2918.501666666667,consumo de energia abaixo do esperado,1
10053,2023-02-16,186,Smartwatch Apple Watch,Eletrônicos,1,3995.28,3995.28,Pendente,Cartão Débito,,,negativo,12,Anual,Normal,115.81,Não,RJ,52,F,2,2023,5371.9087500000005,,0
10054,2023-08-25,261,Impressora Multifuncional,Informática,1,917.65,917.65,Entregue,Cartão Débito,2.0,Aquecimento excessivo durante o uso. Chegou bem embalado.,negativo,1,Mensal,Normal,232.46,Sim,RJ,36,M,8,2023,2733.0116666666668,aquecimento excessivo durante o uso chegou bem embalado,0
10055,2024-05-08,387,Samsung Galaxy S23,Eletrônicos,3,5130.03,15390.09,Entregue,Cartão Crédito,3.0,"Não funciona como descrito, qualidade duvidosa. Recomendo muito!",negativo,6,Mensal,Normal,117.84,Não,SC,51,F,5,2024,6406.150000000001,nao funciona como descrito qualidade duvidosa recomendo muito,0
10056,2023-04-26,57,"Smart TV 55"" LG",Eletrônicos,2,3136.32,6272.64,Entregue,Cartão Crédito,5.0,"Funciona perfeitamente, muito satisfeito com a compra. Recomendo muito!",positivo,24,Dois anos,Expresso,82.52,Não,PR,52,F,4,2023,2910.5825,funciona perfeitamente muito satisfeito com a compra recomendo muito,1
10057,2024-02-09,82,Cadeira Gamer,Móveis,2,1474.81,2949.62,Entregue,Cartão Crédito,2.0,Dimensões incorretas. Recomendo muito!,negativo,3,Mensal,Expresso,130.97,Sim,RJ,63,M,2,2024,3701.8885714285716,dimensoes incorretas recomendo muito,0
10058,2023-05-01,217,Máquina de Lavar Samsung,Eletrodomésticos,1,3219.46,3219.46,Entregue,Cartão Crédito,1.0,Não atende às necessidades básicas. Recomendo muito!,negativo,18,Anual,Normal,138.94,Não,RS,20,M,5,2023,3484.355,nao atende as necessidades basicas recomendo muito,0
10059,2024-06-13,198,"Monitor 27"" Samsung",Informática,2,2102.93,4205.86,Entregue,PIX,1.0,Performance abaixo do esperado. Entrega dentro do prazo.,negativo,60,Dois anos,Expresso,89.0,Não,MG,21,F,6,2024,5882.128,performance abaixo do esperado entrega dentro do prazo,0
10060,2023-12-30,240,Roteador TP-Link Archer,Informática,1,376.7,376.7,Entregue,Cartão Débito,4.0,"Muito satisfeito, atendeu todas as necessidades.",positivo,24,Anual,Normal,126.21,Não,DF,57,M,12,2023,1104.6033333333332,muito satisfeito atendeu todas as necessidades,1
10061,2023-11-29,498,Geladeira Brastemp,Eletrodomésticos,3,4690.36,14071.079999999998,Entregue,Cartão Crédito,3.0,Funcionalidades não funcionam corretamente.,negativo,6,Mensal,Expresso,218.99,Não,SC,25,M,11,2023,6259.592,funcionalidades nao funcionam corretamente,0
10062,2023-10-10,483,iphone 15 Pro,Eletrônicos,2,866846.9999999999,1733693.9999999998,Entregue,Cartão Crédito,4.0,Entrega rápida e produto em perfeito estado.,positivo,60,Anual,Normal,94.08,Sim,SP,65,F,10,2023,159649.73545454544,entrega rapida e produto em perfeito estado,1
10063,2023-01-12,370,iPad Air,Eletrônicos,2,5837.92,11675.84,Entregue,Cartão Crédito,1.0,"Produto veio com defeito, estou muito decepcionado. Excelente!",negativo,36,Dois anos,Economico,128.83,Não,PR,32,M,1,2023,6654.745,produto veio com defeito estou muito decepcionado excelente,0
10064,2024-01-11,454,Geladeira Brastemp,Eletrodomésticos,3,4267.03,12801.09,Entregue,Cartão Crédito,4.0,Produto durável e de qualidade. Com certeza compraria novamente.,positivo,6,Mensal,Normal,162.42,Não,SP,57,F,1,2024,7903.008,produto duravel e de qualidade com certeza compraria novamente,1
10065,2023-06-24,137,Mesa de Jantar 6 Lugares,Móveis,2,1777.82,3555.64,Entregue,Cartão Crédito,2.0,Dimensões incorretas. Entrega dentro do prazo.,negativo,1,Mensal,Normal,148.42,Não,BA,52,M,6,2023,4684.831999999999,dimensoes incorretas entrega dentro do prazo,0
10066,2023-03-12,175,iPad Air,Eletrônicos,1,5191.46,5191.46,Entregue,Cartão Crédito,3.0,"Produto de baixa qualidade, não recomendo. Atendimento correto.",negativo,3,Mensal,Normal,222.48,Não,RJ,45,F,3,2023,5268.26,produto de baixa qualidade nao recomendo atendimento correto,0
10067,2023-08-16,223,playstation 5,Eletrônicos,1,4655.81,4655.81,Entregue,Cartão Crédito,5.0,"Chegou antes do prazo, muito feliz com a aquisição. Atendimento correto.",positivo,1,Mensal,Normal,121.83,Não,SP,18,M,8,2023,3849.29,chegou antes do prazo muito feliz com a aquisicao atendimento correto,1
10068,2023-03-05,2,Cama Box Casal,Móveis,2,1783.0,3566.0,Entregue,Cartão Crédito,1.0,Qualidade do material muito baixa. Atendimento correto.,negativo,12,Dois anos,Expresso,107.97,Não,RS,47,M,3,2023,6919.94,qualidade do material muito baixa atendimento correto,0
10070,2023-01-30,92,Roteador TP-Link Archer,Informática,1,386.06,386.06,Entregue,Cartão Crédito,5.0,Fácil instalação e configuração. Recomendo muito!,positivo,18,Dois anos,Normal,103.63,Não,RJ,68,F,1,2023,3039.058,facil instalacao e configuracao recomendo muito,1
10071,2024-06-17,446,Micro-ondas Panasonic,Eletrodomésticos,1,760.86,760.86,Entregue,Cartão Crédito,3.0,Funcionalidades não funcionam corretamente. Com certeza compraria novamente.,negativo,24,Dois anos,Expresso,130.38,Sim,SC,23,M,6,2024,2001.2314285714285,funcionalidades nao funcionam corretamente com certeza compraria novamente,0
10072,2023-04-26,431,Micro-ondas Panasonic,Eletrodomésticos,2,841.27,1682.54,Entregue,Cartão Débito,4.0,Consumo de energia abaixo do esperado.,positivo,18,Anual,Normal,87.45,Não,BA,42,M,4,2023,2522.7799999999997,consumo de energia abaixo do esperado,1
10073,2023-02-19,312,Nintendo Switch,Eletrônicos,1,2422.65,2422.65,Entregue,Cartão Débito,5.0,"Exatamente como anunciado, recomendo! Recomendo muito!",positivo,36,Anual,Expresso,66.17,Não,DF,38,M,2,2023,3962.388333333334,exatamente como anunciado recomendo recomendo muito,1
10074,2023-10-05,192,Mesa de Jantar 6 Lugares,Móveis,1,1682.1,1682.1,Entregue,Cartão Crédito,2.0,Conforto abaixo do esperado. Entrega dentro do prazo.,negativo,12,Dois anos,Normal,115.73,Não,MG,60,M,10,2023,3831.851666666667,conforto abaixo do esperado entrega dentro do prazo,0
10075,2023-05-15,277,Mesa de Jantar 6 Lugares,Móveis,2,1416.21,2832.42,Entregue,Cartão Crédito,3.0,Conforto abaixo do esperado.,negativo,24,Dois anos,Expresso,109.49,Sim,SC,51,F,5,2023,3723.9833333333336,conforto abaixo do esperado,0
10076,2024-03-16,471,iPhone 15 Pro,Eletrônicos,2,8518.05,17036.1,Entregue,Boleto,2.0,Demorou muito para entregar e veio danificado.,negativo,18,Dois anos,Normal,110.37,Não,MG,45,F,3,2024,6629.838000000001,demorou muito para entregar e veio danificado,0
10077,2023-07-06,166,Impressora Multifuncional,Informática,1,876.01,876.01,Entregue,Cartão Crédito,1.0,Não é compatível com meu sistema operacional.,negativo,3,Anual,Normal,103.0,Não,RS,33,F,7,2023,1752.1440000000002,nao e compativel com meu sistema operacional,0
10078,2023-05-24,58,Mouse Gamer Razer,Informática,3,521.72,1565.16,Entregue,Cartão Crédito,1.0,Não corresponde às especificações técnicas. Excelente!,negativo,6,Mensal,Expresso,149.65,Não,RS,34,M,5,2023,3921.2099999999996,nao corresponde as especificacoes tecnicas excelente,0
10079,2023-12-07,414,Caixa de Som JBL,Eletrônicos,1,975.36,975.36,Entregue,PIX,1.0,Preço não condiz com a qualidade oferecida. Atendimento correto.,negativo,3,Anual,Expresso,183.33,Sim,RS,61,M,12,2023,2118.7316666666666,preco nao condiz com a qualidade oferecida atendimento correto,0
10080,2023-08-13,30,Smartwatch Apple Watch,Eletrônicos,2,3989.68,7979.36,Entregue,Cartão Débito,5.0,Atendimento excelente e produto de alta qualidade. Com certeza compraria novamente.,positivo,18,Dois anos,Normal,76.14,Não,RS,68,F,8,2023,3518.0675,atendimento excelente e produto de alta qualidade com certeza compraria novamente,1
10081,2024-01-21,485,Notebook Dell Inspiron,Eletrônicos,1,4432.08,4432.08,Entregue,Cartão Crédito,3.0,"Não funciona como descrito, qualidade duvidosa.",negativo,18,Dois anos,Expresso,50.0,Não,RS,61,F,1,2024,7092.919999999999,nao funciona como descrito qualidade duvidosa,0
10082,2023-10-23,375,Impressora Multifuncional,Informática,3,790.17,2370.5099999999998,Cancelado,Cartão Crédito,,,negativo,18,Dois anos,Normal,57.77,Não,DF,38,F,10,2023,1441.3433333333332,,0
10083,2023-07-14,36,Mesa de Jantar 6 Lugares,Móveis,2,1684.61,3369.22,Entregue,Cartão Crédito,2.0,Dimensões incorretas. Atendimento correto.,negativo,18,Anual,Normal,109.94,Sim,RJ,34,F,7,2023,4035.533333333333,dimensoes incorretas atendimento correto,0
10084,2023-11-12,393,"Smart TV 55"" lg",Eletrônicos,1,2805.48,2805.48,Entregue,Cartão Crédito,5.0,Melhor custo-benefício do mercado. Atendimento correto.,positivo,1,Mensal,Normal,122.97,Não,BA,56,M,11,2023,2749.6125,melhor custobeneficio do mercado atendimento correto,1
10085,2024-03-19,338,Impressora Multifuncional,Informática,2,1019.62,2039.24,Entregue,Cartão Débito,2.0,Produto desatualizado para o preço cobrado.,negativo,6,Mensal,Economico,188.27,Sim,RS,68,F,3,2024,2802.075666666667,produto desatualizado para o preco cobrado,0
10086,2023-10-30,85,Fone Sony WH-1000XM5,Eletrônicos,2,2083.15,4166.3,Entregue,Cartão Crédito,4.0,"Funciona perfeitamente, muito satisfeito com a compra. Recomendo muito!",positivo,6,Mensal,Normal,124.94,Não,SC,68,F,10,2023,2171.382857142857,funciona perfeitamente muito satisfeito com a compra recomendo muito,1
10087,2023-12-29,447,Máquina de Lavar Samsung,Eletrodomésticos,1,2916.42,2916.42,Cancelado,Cartão Crédito,,,negativo,12,Dois anos,Expresso,84.83,Não,PR,32,M,12,2023,5041.221666666666,,0
10088,2023-11-18,494,Nintendo Switch,Eletrônicos,2,2433.43,4866.86,Entregue,Cartão Crédito,2.0,"Não funciona como descrito, qualidade duvidosa. Chegou bem embalado.",negativo,3,Mensal,Economico,113.61,Sim,SP,45,F,11,2023,1923.631666666667,nao funciona como descrito qualidade duvidosa chegou bem embalado,0
10089,2024-05-19,387,Cama Box Casal,Móveis,2,1761.47,3522.94,Entregue,Cartão Crédito,1.0,Conforto abaixo do esperado. Atendimento correto.,negativo,6,Mensal,Normal,117.84,Não,SC,51,F,5,2024,6406.150000000001,conforto abaixo do esperado atendimento correto,0
10090,2024-03-10,103,Sofá 3 Lugares,Móveis,1,3043.23,3043.23,Entregue,Cartão Crédito,1.0,Conforto abaixo do esperado.,negativo,3,Mensal,Normal,215.68,Sim,PR,48,M,3,2024,2662.9622222222224,conforto abaixo do esperado,0
10091,2023-03-19,205,Ar Condicionado 9000BTU,Eletrodomésticos,2,2132.59,4265.18,Entregue,Cartão Crédito,4.0,Consumo de energia abaixo do esperado.,positivo,36,Anual,Economico,97.38,Não,DF,69,F,3,2023,1526.8825000000002,consumo de energia abaixo do esperado,1
10092,2023-05-05,192,SSD 1TB Kingston,Informática,1,428.62,428.62,Entregue,Cartão Crédito,5.0,Ótimo custo-benefício para o que oferece. Recomendo muito!,positivo,12,Dois anos,Normal,115.73,Não,MG,60,M,5,2023,3831.851666666667,otimo custobeneficio para o que oferece recomendo muito,1
10093,2023-05-08,232,iPad Air,Eletrônicos,1,6652.31,6652.31,Entregue,PIX,5.0,Entrega rápida e produto em perfeito estado. Chegou bem embalado.,positivo,60,Anual,Expresso,118.12,Sim,SC,63,M,5,2023,2902.4300000000003,entrega rapida e produto em perfeito estado chegou bem embalado,1
10094,2024-02-24,116,Notebook Dell Inspiron,Eletrônicos,1,4592.52,4592.52,Entregue,Boleto,1.0,"Produto veio com defeito, estou muito decepcionado.",negativo,12,Anual,Normal,141.03,Sim,DF,46,M,2,2024,2635.6,produto veio com defeito estou muito decepcionado,0
10096,2024-04-24,118,Fogão 5 Bocas Electrolux,Eletrodomésticos,1,2369.07,2369.07,Entregue,PIX,5.0,Instalação fácil e rápida. Com certeza compraria novamente.,positivo,6,Mensal,Normal,155.0,Sim,BA,25,M,4,2024,1843.628,instalacao facil e rapida com certeza compraria novamente,1
10097,2023-04-14,4,Notebook Dell Inspiron,Eletrônicos,2,3819.74,7639.48,Entregue,Cartão Crédito,4.0,"Chegou antes do prazo, muito feliz com a aquisição. Excelente!",positivo,48,Anual,Expresso,148.51,Não,RS,69,F,4,2023,4196.70875,chegou antes do prazo muito feliz com a aquisicao excelente,1
